"species","centroid_lon","centroid_lat","n_range_polygons","range_area_km2","sampling_lon","sampling_lat","raster_path_ea","raster_path_goode"
"Podarcis pityusensis",1.33703852605061,38.9966603590735,2,668.786426942932,1.2240528,38.9105995,"results/species/Podarcis_pityusensis/range_raster.tif","results/species/Podarcis_pityusensis/range_raster_goode.tif"
