"species","centroid_lon","centroid_lat","n_range_polygons","range_area_km2","sampling_lon","sampling_lat","raster_path_ea","raster_path_goode"
"Acanthisitta chloris",172.306716505339,-42.0883602730598,1,152284.268714834,171.791763,-43.464458,"results/species/Acanthisitta_chloris/range_raster.tif","results/species/Acanthisitta_chloris/range_raster_goode.tif"
