"species","centroid_lon","centroid_lat","n_range_polygons","range_area_km2","sampling_lon","sampling_lat","raster_path_ea","raster_path_goode"
"Phalacrocorax carbo",77.0245599499006,11.0375870080837,4,32244168.5963005,139.2394179,36.5748441,"results/species/Phalacrocorax_carbo/range_raster.tif","results/species/Phalacrocorax_carbo/range_raster_goode.tif"
